userName,score,at,content
Aditya VLOG,3,2022-11-21 06:39:00,"saya kasih bintang 3 karena berbai faktor yg saya alami saat ini..bener banyak promo yg menurut saya sangat berguna dan itu sangat membantu.tapi kenapa akhir"" ini data saya sering lemot..bahkan buat akses remot dekstop saja tdk bisa"
dhee must,1,2022-11-21 05:18:13,"Kalau pakai XL Yang jelas pulsa anda akan sering dimakan setan. Ntah karena tahu2 kuota anda tidak terdeteksi alias internet pakai pulsa (walau setelah pulsa habis kuota ada lagi) , atau karena notifikasi quota habis telat sehingga pulsa anda NOL. Berdasarkan pengalaman pribadi. Jadi resiko ditanggung penumpang. Jadi saran saya selaku pengguna, jangan sisakan pulsa setelah membeli paket. Kalaupun ada sisa anggap saja infak / sedekah ke XL. Karena sering hilang tanpa sebab hahaha.."
lina nuraeni,1,2022-11-21 03:53:48,"Saya ga bisa buka apk ini jadi ga bisa ambil bonus setiap saya isi kuota, gimana sih,mohon perbaiki sistem nya dong, terjadi kesalahan mulu setiap saya mau log in!"
Monkey D Ougut,2,2022-11-21 02:11:13,"Gangguan terus..... gangguan terus.... Download apk ini tujuannya buat mempermudah cek kuota dan beli paket . Jangan kan beli paket yang harus kepotong biaya (dikorupsi) dan susahnya minta ampun, cek kuota ajah eror terus.."
Ardian Harby,1,2022-11-21 00:51:48,"Saya kira setelah aplikasi di update, performa makin bagus dan error²nya berkurang, eh malah tambah parah. Sering error dan lemot."
Likih DM,4,2022-11-20 21:37:45,"Error melulu, pas ngambil unlimited turbo nya malah ga muncul² kuotanya, udah di restart, re-instal, hapus cache tetep ga bisa. Kalo begini terus mending ganti kuota aja dah, padahal sengaja beli yang 16 gb biar bisa make unlimited turbonya, sia-sia uang kebuang"
Taufik Akbar,1,2022-11-20 21:04:43,Udah 2 minggu ini tiba2 masalah terus.. pertama internet tiba2 berhenti padahal paket di myxl masih aktif dan ada kuotanya.. kedua saya isi pulsa . Cek di bintang 123 pagar pulsa nya ada. Tapi di myxl pulsanya ga masuk. Haduh
Wikal Zulfikar,1,2022-11-20 20:20:52,Kondisi saat ini app sudah di update yg terbaru tapi tidak bisa dibuka malah force close/keluar sendiri Meski jaringan dan kouta masih ada banyak Wajib di perbaiki segera atau saya pindah kartu perdana yg lainnya yg lebih baik
Star lyrics,1,2022-11-20 19:42:07,kenapa setiap cek kuota selalu coba lagi? Pdhl buka apk yg lain bisa walaupun jaringan g stabil. Udah jaringan g bagus apk nya pun buriq. Bikin emosi
Deni Febrian,1,2022-11-20 18:32:02,Ini kenapa jaringan saya hilang sudah 3 hari tidak ada perubahan. Payahhh padahal masa tenggang dan aktif masih panjang kok gaada sinyal sama sekali sudah 3 hari ini. Klo gini terus mending ganti kartu perdana saja. Kecewa berat dengan xl. Tidak recomended!
M. Ihramsyah,1,2022-11-20 15:25:41,"Terlalu buruk! Saya tidak bisa login selama 1 jam lebih, selalu terjadi kesalahan error atau apapun itu alasannya. Saya uninstall lalu saya install aplikasinya tetap sama, tidak ada perubahan. Sistem UI yang buruk dan tidak stabil, selalu terjadi error jika saya ingin mengaktifkan suatu paket. Saya merasa malas untuk menggunakan XL"
Mis Bah,1,2022-11-20 15:11:40,Paket akrabnya penipuan ya? Buktinya gak bisa nambah anggota. Customer care nya juga gk bisa nemuin solusi. Respon kive chatnya lambat. Gak ada penyelesaian pasti pada masalah yang sudah dikeluhkan.
Achmad Zaidan Rafiysah Zaidan,1,2022-11-20 15:05:16,"Makin kesini kuota XL mahal terus cepet abis di tambah sinyal lemot kadang 1 bar apa 2 bar aja dapet nya, tolong dong developer xl atau penanggung jawab xl di perbaiki, pengguna jadi rugi kalo begini, walau ada di sekitaran daerah terkadang bagus sinyal nya. Tapi masa harus cari daerah untuk dapet sinyal bagus."
rifah rif,1,2022-11-20 14:49:13,Sekarang aplikasinya tambah lemot. Terus nggak bisa langsung pindah ke akun yg lain. Mau dilogut gak bisa. Padahal setiap ada notif update udah diupdate terus loh. Ini aplikasi gimana sih diupdate kok malah tambah lama loadingnya pas mau dibuka. Pihak myXl gk pernah diperbaiki ta gimana ini... minta diupdate mulu
Jose Ibreina,1,2022-11-20 14:27:52,"Tidak rekomendasi lah, pulsa tiba- tiba berkurang, jaringan jelek / lemot kuota cepat habis, kalo tinggal 2-3 gb luar biasa lambatnya,,nyesel 😌😌😌"
Dhimas Arya Rakadipa,1,2022-11-20 14:26:02,Tiba-tiba akun saya ke log out dan saya dah nyoba buat log in ulang tapi selalu gagal padahal sinyal stabil dan harus nunggu 1 jam buat nyoba log in ulang lagi padahal kuota saya tinggal sedikit sudah mahal aplikasi nya cukup buruk
Syahrul Nurhadi,1,2022-11-20 14:25:23,"Sumpah ya masa tiba² akun saya ke log out sendiri? Terus pas mau login lagi ada kendala mulu, kenapa sih XL? Mana aplikasi sangat terasa berat ketika digunakan. Padahal aplkasi lain lancar² aja tuh"
Mamih Maryati,3,2022-11-20 14:16:36,Udah bagus cuman sering baget terjadi eror pas login slalu ada perbaikan dan itu tetlalu sering terjadi . Jadi saya kasih bintang 3 dulu kalo dah lancar banget saya kasih bintang 5. Terimakasih
Vhika chanel,1,2022-11-20 14:15:23,untuk pt xl tolong diperbaiki jaringannya soalnya lelet banget di daerah saya di Indragiri hilir untuk di kecamatan kota baru seberida jaringannya tidak bisa dipakai sama sekali kami sebagai pengguna XL sangat kecewa sekali dengan motivasi XL yang tidak ada perubahan bikin kami emosi...paling jwb nya mohon maaf...dasar tak bermutu x ini xl
Wa wan,1,2022-11-20 14:14:48,"Kebanyakan update,jaringan sering tiba2 hilang XL yang sekarang gak kayak dulu, sekarang cari sinyal aja kayak nyari uang, susahnya ngak ketulung mohon di perbaiki lagi masalah jaringannya"
Filbert Alfio,1,2022-11-20 14:14:45,"Parah xl uda 1 mggu saya beli voucher tuk paket data, sampaisaat ini paket saya tidak bertambah sama sekalim kuota yg masuk hannya kuota bonus 4GB. Beli voucher 40rb dapt 14GB. Yg masuk cuman 4GB. 10GB ditelan sama XL tanpa ada pertanggung jawaban. 2x pula hal yg sama terjadi. Mank XL makin parah😡😡😡"
Zettfix Zepetto,1,2022-11-20 14:09:37,"Lagi eror apa gimana sih mau beli paket kok malah di suruh login ulang terus pas login ulang eror mulu heran, padahal buka youtube pake wifi lancar lancar aja, udah di hapus cache sama hapus data sampek ku uninstal, terus install lagi tetep eror gk bisa login, ku coba restart terus login lagi ternyata HP masih aja eror, kok tambah jelek gini sih aplikasi nya heran banget nih sama operator kerjaan nya ngapain aja sih kalian, pelanggan setia loh padahal tp kok kek gini sih, kecewa banget"
MIFTAHUL ARIFIN,1,2022-11-20 13:59:48,"jika tak siap memberikan aplikasi yang bagus lebih baik tak usah buat aplikasi. hanya membuat pelanggan kecewa, sering log out otomatis, eror dan lain lain. padahal jaringan normal, dan sudah sering unistall tetap saja eror"
Dandi Filter,1,2022-11-20 13:59:02,Aplikasi sampah masak saya mau buka aplikasi tiba-tiba eror terus di suruh login lagi. Tpi setelah login tetap aja eror. Padahal udah install ulang
Fajar Hermawan,1,2022-11-20 13:57:37,Kenapa saya masuk aplikasi my XL harus daftar ulang padahal saya pengguna lama?? Dan kenapa sesudah daftar ulang maaf ada kesalahan tolong segera di perbaiki dan lebih di tingkatkan lg untuk kualitas aplikasinya supaya bisa di gunakan lg
Adityan Pratama,3,2022-11-20 13:53:40,"Saya pertama pakai masih baik baik aja tapi makin lama makin tidak jelas aplikasinya tiba tiba keluar, kadang kadang jaringan jelek lah tidak bisa masuk ke aplikasi padahal sinyal di tempat saya bagus mohon respon nya agar tidak terjadi kembali"
Aris Soebekti,1,2022-11-20 13:50:41,"Ini gimna si XL Aplikasinya gk bisa login , mau masuk gak bisa bisa , klo bisa kirim ss , gua kirim dah , pas buka aplikasi myXL TAMPILANNYA "" TERJADI GANGGUAN SAAT MEMPROSES LOGIN ANDA , silahkan coba login kembali atau tunggu beberpa saat lagi (kode:213) gimna mau masukin kodenya , tidak ada anjura untuk masukin kode , gimna ini pengguna XL KECEWA."
Yazid Ahsanunnafi',1,2022-11-20 13:46:47,"Sering banget ngebug bahkan logout sendiri. Karena bug, pulsa jadi sering kepotong, gabisa cek kuota terbaru karena update loadingnya lama. Kalau memang niat buat berbenah, minta kritik terus diperbaiki. Bukannya minta bintang 5, yang ada gaada berkembangnya karena lu pikir bagus-bagus aja, nyatanya bintang 5. Gitu kah pola pikir adminnya?"
Ayunk Gabores,1,2022-11-20 13:39:06,"Aplikasi sangat buruk dalam sejarah padahal mau beli paket tapi sangat amat LEMOT saya tida puas, tolong perbaiki sinyal anda disaat masuk ke aplikasi ini disaat mau membeli paket, masa mau beli paket sampe 30 menit PAYAH, aplikasi terburuk Aplikasi apaan si mau masuk gagal terus aplikasi sangat sangat buruk"
taufan arfiansyah,3,2022-11-20 13:37:39,"Kenapa selalu terjadi kesalahan setiap masuk atau membuka myxl, dan poin untuk my reward juga selalu hilang , jadi ga pernah naik ke tahap selanjutnya. Dan sekarang mau buka myxl malah ga bisa terjadi kesalahan terus. Tolong di atasi masalah yg terjadi. Semoga bisa lancar dan makin maju myxl. Terimakasih"
Afita Afita,1,2022-11-20 13:33:31,"XL eror, padahal uda lama gunainnya, tapi tiba-tiba ga bisa di buka, dan harus login lagi, ketika login tapi malah gabisa, padahal nomernya udah bener, dan malah muncul notifikasi coba lagi nanti, apa coba maksudnya,mohon di perbaiki dehhh, jangan bikin penggunanya kecewa terus gara-gara erorrrrrrrrrrrrrrr terusss hadehhh"
Rizky Nh,1,2022-11-20 13:30:12,"Katanya biar lebih mudah kalo pake myxl tapi nyatanya tidak sesuai ekspektasi yang di harapkan karena meskipun jaringan bagus suka gak bisa masuk ke apl dengan alasan tidak ada jaringan,"
Hilman Davi Ardiansyah,1,2022-11-20 13:25:14,Hei sama aja dengan cara itu. Gak bias buat cek kuota sama beli kuota mau restart HP apa hapus cache atau hapus data/hapus aplikasi terus pasang lagi sama saja hhuuu emosi saya 😠😡 setelah update malah gak bisa login huh dasar 😡🤬
SARWAN EPPENDI,5,2022-11-20 13:25:09,"Tolong di perbaiki lagi apk sering terjadi ganguan saat melakukan transaksi atau pun pengambilan bonus,, padahal jaringan stabil buka youtube dan tiktok lancar"
Adam Jasson,1,2022-11-20 13:23:03,"Kenapa sekarang sering eror, contohnya hari ini pas mau buka disuruh login ulang. Dan ketika login ulang nomornya tidak bisa dimasukkan. Dan waktu itu juga pernah saya berlangganan paket extra combo plus seketika hilang di beranda aplikasi"
Az Zahra,1,2022-11-20 13:22:54,"Makin hari makin gajelas aplikasi ini. Updet trus tpi tiap mo masuk aplikasi cek kuota ga bisa, harus relogin lagi, autentikasi lagi. Nah ini malah skrg gak bsa mo autentikasi ulang. Gimana sih ga jelas ah !!"
hilmi Jamilah,1,2022-11-20 13:12:01,"Makin di update bknnya kualitas bagus mlh buruk, kuota banyak eh malah akses msuk apknya error diberi tahu sebab jaringan padahal aman-aman saja buka apk lain malah ikut streaming live shopee sma di YouTube lancar jaya kok. Intinya kasih baik lagi apk nya ya, klo update y sesuai kn jg brrti kualitasnya makin naik bkn malah lebih buruk_-"
FAISOL AKBAR,1,2022-11-20 13:10:45,"Awalnya enak apk nya ga ribet ,promo nya jg banyak ,tapi lama kelamaan kok slalu update,dan apk nya makin kaga jelas ,sinyal ngelag ,promo nya jg seret ,padahal udh d GOLD punya gw ,tp karena sering ada update jd ilang GOLD nya malah balik ke silver ,jd males pkek XL ,makin lama makin gajelasss"
Jones Martinus Sembiring,1,2022-11-20 13:09:37,"Aplikasi buangsat ....!!! Malas pakai XL ya gini ... Buat paket internet gak bisa bisa Udah berkali kali ... Kau perbaiki jaringan XL kalian Anjeng .... Main sosmed , game dan lainnya hilang timbul jaringannya .... XL anjeng"
Rama Hadiyansyah,1,2022-11-20 13:06:09,ini kenapa tiba tiba keluar sendiri dan harus login ulang? saat di suruh login ulang dan memasukkan no saya kenapa saat mau melanjutkan ga bisa masuk? tolong developer perbaiki masalah nya
Dimas grx,5,2022-11-20 13:00:37,Ku kasih bintang 5 aja walau kecewa sih soalnya aku pengguna XL dari dulu cuman apk nya ini loh tolong di perbaiki suka eror loh ini apk..jaringan XL nya sih bagus apk nya yg ga bagus..tolong devoloper nya di perbaiki aplikasi nya
Willdo Ferdinand Manik,3,2022-11-20 12:59:56,Ini kenapa aplikasi myXL semakin sering error ya? Pas mau buka aplikasi tiba-tiba log out sendiri dan disiruh log in. Pas log in malah sering terjadi gangguan. Padahal mau beli kuota (selagi ada promonya). Tolong pihak myXL segera diperbaiki ya. Terima kasih.
Budianto Purba,1,2022-11-20 12:17:16,"Aplikasi sangat buruk, Pulsa terus berkurang padahal tidak digunakan. Dan sering sekali mengalami error Tolong agar diperbaiki."
Annastasya Gusmalinda,1,2022-11-20 11:51:21,Signal sudah hampir satu bulan ini sangat amat jelek. Membuka seluruh aplikasi sangat lama dan lemot. Bahkan saya beli kuota di apk MyXL tidak masuk namun saldo saya terpotong. Sangat mengecewakan
RB Joni Wahyudi,2,2022-11-20 11:15:29,"Sejauh ini XL kalau di daerah saya masih lumayan bagus tapi kalau agak mendung sedikit sinyalnya nggak begitu bagus,, Dan juga tolonglah diperbaiki dari segi masa aktif masa saya ngisi pulsa rp100.000 masa aktifnya cuman naik sedikit bahkan saya paketan internet pakai XL terima kasih."
Pranata KhA _Jrs Kyubi,1,2022-11-20 10:59:23,"Beli paket internet xtra combo gagal terus, chat agen Pelayanan sangat buruk, cuma cek cek aja sampe 30 menit, nunggu sampe pulsa kurang dan gak bisa beli paket lagi, merugikan pelanggan, sangat merugikan"
Pines Cell,1,2022-11-20 07:50:09,2-Yang ada kalo di beli 2x itu nambah quotanya... bukan yg awal jadi hilang...kalo emang gak bisa 2x ya di beri notif... tdk bisa mengisi dua kali di paket tersebut... 3-3 kali nulis min di rubah sengaja gak dibhapus 1_. tp kok aneh sih ini dua kali beli paket combo.. bukanya nambah malah paket yg awal jadi hilang... haduuuuhhh kalo quota awal balik lgi saya tambah lagi bintangnya.. awal td langsung saya kasih 5 skrng 2 dulu..
Maulana ART,2,2022-11-20 04:53:40,"Masih sering terjadi error/bug ketika beli data, saya bayar via shopee berhasil namun datanya tidak masuk, tpi ketika saya beli data di konter notifnya muncul semua dan datanya masuk. kedepanya klo bisa perbaiki, kalo sudah di perbaiki nanti saya kasih bintang 5🙏"
Rio Gaming,5,2022-11-20 03:20:08,"Halo kak saya ingin Bertanya masalah yang terjadi baru baru ini, saya melihat di tower xl Ada orang mungkin itu petugas, jarak antar tower Dan rumah saya hanya 500meter Dan itu tempat nya datar, jadi terjangkau banget sinyal ful bar, tapi kenapa sekarang pas orang itu udah gak di tower beberapa hari kemudian sampek sekarang sinyal nya gampang ngelek pas main game Dan pernah sinyal di game merah terus alhasil saya gk melanjutkan game nya saya dpet sengangsi tidak boleh main game tersebut 😭😭😭"
Willy Arishandy,1,2022-11-20 01:39:11,"CSnya sampah banget M267, disuruh nunggu mulu, ga ada penyelesaian masalah, asal bilang paket internet yang di terima udah sesuai, saya beli paket 81GB, yang masuk 50GB.. Terus langsung ngilang... Saya merasa di rugikan loh kalo apa yang saya beli dan apa yang saya terima tidak sesuai"
Syamjunior Syam,1,2022-11-19 23:37:20,"Untuk saat ini saya bener2 kecewa sudah...sampek saya download berkali2 tapi hasilnya sama,gak bisa di buka aliyas erorr!!!!mohon perbaikan nya...."
Cumi Thea,1,2022-11-19 23:21:16,Makin lama berlangganan ko daftar harga paket kuota nya makin naik dan jumlah paket kuota nya makin berubah dan berkurang ini tidak Bagus. Sering tidak ada layanan terus.
Kim Habibi,1,2022-11-19 22:05:13,"Sinyalnya internetnya parah sekali tp harga paket mahal, pake Combo VIP sama saja sinyalnya parah katanya berbeda, kalau cepatnya merata diseluruh kota besar ataupun kota kecil seprti tempat tinggal saya, mahal pun dibeli padahal saya pengguna lama bahkan termasuk katagori setia ke XL sejak pertama punya hp jadul zaman kartu JEMPOL pertama kali diluncurkan hadeh... Makin sangat mengecewakan tidak lagi-lagi beli paket internet di XL, pake XL cuma gara-gara ini nomer pertama yang dipunya"
Eka N.C,4,2022-11-19 21:39:11,"Permisi, teruntuk developer XL tolong dong kenapa saat saya ingin membuka aplikasinya suka keluar-keluar sendiri? Apakah itu semacam bug? Atau memang gitu aplikasi nya? Tolong dijawab! Saya kasih bintang 4 aja dlu dan paket internet nya keren abiezz!"
Nesha Fadikesianto,1,2022-11-19 20:33:27,"Semakin buruk kualitasnya, masa buat main game aja sinyal nda stabil, apalagi buat nonton youtube sering buffering. PAYAH"
Pengguna Google,4,2022-11-19 20:17:47,"Aplikasi ini bagus. Dan juga layanan paket kuota yang disediakan cukup memuaskan. Hanya saja ketika saya mencoba berlangganan paket kuota malam berkali-kali mengalami error. Kalau itu adalah sebuah bug, mungkin masalah tersebut bisa diperbaiki di pembaharuan yang selanjutnya."
Rizki Fajar,1,2022-11-19 20:00:35,gimana ini aplikasinya sering eror gajelas sinyal bagus skarang makin lama makin gajelas aja ini xl...bukannya tambah bagus ini malah tambah gajelas...mana skarang sering eror perbaikan aja terus alesannya di aplikasinya emang yg di perbaiki apa...toh saya liat sama² aja kek yg awal² ..
Dede Wisesa,1,2022-11-19 18:43:25,"Merepotkan kurang sangat membantu, kenapa mesti update setiap saat perbaikan setiap saat apanya yg musti diperbaiki lagi kalo sama saja seperti itu, pernah juga saya melakukan transaksi di my xl notif berhasil tapi paket datanya tidak masuk padahal uang sudah terpotong. Saya sarankan mending di hapus saja apk my xl mending di *123# tidak ada update tidak ada perbaikan. Trimakasih"
dedi setiadi,1,2022-11-19 17:34:01,"Aplikasi gk guna, masa iya tiap mau perpanjang paket internetnya banyak ini itu, harus hubungin maya lah apa lah, ini kali kedua saya dibikin pusing sama aplikasi My XL, sekarang aja pas mau perpanjang paket internet malah gk bisa🤬🤬🤬"
J.N kitchen,1,2022-11-19 17:30:18,Bintang 1 memang pantas buat aplikasi ini..respon chat sangat lambat sekali kyk siput . tak bisa menyelesaikn masalah custumer service ny . pokok ny bad sangat buat aplikasi ini 👎👎👎
gerry archiemedes,1,2022-11-19 17:26:22,"Dulu awal murah, banyak bonus pasca kouta utama abis. Gratis 2gb. Lalu jadi 1gb. Lalu hilang. Harga naik. Benar2 kualitas buruk sekali. Malahan mau beli kouta pake pulsa malah error aplikasi. Kan gila. Emg three (3) yg terbaik"
Ilafi Bagja,1,2022-11-19 17:21:22,"Kenapa si setiap ada perbaikan sistem merembet kemana mana?? Contoh aktifin paket lama, isi pulsa lama, bagi pulsa lama, minta pulsa lama ga kaya provaider sebelah klo ada perbaikan sistem ga merembet kemana mana"
Betrix Asdaar,1,2022-11-19 16:06:16,Pelayanan sangat mengecewakan! Tagihan xl PRIORITAS yg sudah saya bayarkan sebesar 88.000 seharusnya lunas malahh di tulis terbayarkan 1rupiah jadi kemana uang. Dan saya cek tagihan bulan ini tiba tiba jadi 200.000. kalian ini mau nipu ya? Ga berkah juga uang yg kalian dapat itu.
Fadhlan Bintang Al Fathah,1,2022-11-19 15:53:15,XL tolong dong Sinyal saya sering hilang padahal sinyal saya bagus 4 batang 3 batang kenapa pas buka yg lain hilang / tidak ada jaringan. Mohon diperbaiki dong pihak myXL 🙏🙏🙏 parahhhhh kecewa banget saya.
Khairul Multazzam,1,2022-11-19 13:24:57,"Sinyal sering bermasalah berhati2 di wilayah Kota Tangerang, tapi dari pihak Customer Service tidak memberikan balasan yang memuaskan.. tidak menyampaikan apa problem sehingga sinyal kuat, namun internet bermasalah.."
Oji Fahru,1,2022-11-19 12:56:57,"Sebagai pengguna setia XL, saya semakin kecewa dengan setiap pelayanan nya, mulai dari jaringan yang tidak stabil. Pembelian paket yang sering gagal padahal pulsa mencukupi, lalu setiap transaksi gagal maka pulsa juga berkurang. Provider sampah."
Muhammad Yoga,1,2022-11-19 12:00:11,"Taunya 100gb itu yang 60gb bonus dan hanya untuk 1 bulan, kenapa gak ada keterangan saat pilih paket yang mau dibeli, aku kira 100gb selama masa aktif kartu ternyata untuk 1 bulan, tolong dikasih keterangan informasi yang jelas"
Dony 1603,1,2022-11-19 11:09:51,"Aplikasi payah kaga bermutu, 2022 masih ada aja aplikasu yg kaga berguna kaya gini!!!!!! Ngisi pulsa buat paketan kaga bisa dan gagal mulu akhirnya sampai pulsa kepotong!!!!!! Aplikasi ampas!!!!!!"
Noitusan 03,1,2022-11-19 10:52:42,Aplikasinya mungkin harus diperbaiki lagi. Karena waktu itu kartu saya masih punya kuota dan pulsa tapi kok tiba- tiba jaringan hilang dan langsung mati tanpa ada pemberitahuan masa tenggang
roy mon,5,2022-11-19 09:26:49,"Tolong kualitas jaringan sinyal nya... Harga paketan internet naik, harus juga diimbangi sama kualitas sinyal jaringan nya juga Masa sih mau sama kaya yang warna Merah yaa...! Tolong tekhnisi dari provider nya mengecek kualitas sinyal jaringan nya di Sebamban Kalimantan.... Daerahnya kerja, penghasil pendapatan daerah, kok sinyalnya susah banget ! Tolong diperhatikan...."
Shinta silaban Shinta,1,2022-11-19 07:23:50,"Aplikasi gk bagus,baru di cek datanya masih ada 9gb, 1 hari kemudian udh habis, padalal di pemakaian masih 1 gb, sisnya kemana? Udh 2 x seperti ini,,,"
Dedi Kenari,1,2022-11-19 04:03:07,Untuk developer sinyal XL sangat buruk gatau kenapa dan saya kecewa karena saya ingin mengembalikan kuota XL saya yang tidak sengaja Ter stop tabisa kembali saya berharap kuota XL say yang ters stop kembali karena saya rugi telah membeli paket kuota yang lumayan mahal malah hilang begitu saja
Goeng Doet,1,2022-11-19 03:49:31,"Paket AKRAB dihapus aja, karena percuma mau daftar & remove anggota gak bisa karena error terus. Sudah banyak korban paket ini yg awalnya ingin ingirit malah jadi boros. Tapi klo memang ini model baru jebakan betmen utk operator cari cuan ya monggo dilanjutkan, tapi utk yg blm pernah coba paket AKRAB mending gak usah nyoba klo kalian pikir banyak benefit & lebih irit."
Robo,1,2022-11-19 03:19:31,"Aplikasi sangat berat untuk hp spek low-mid. Fitur live chat yg sangat tidak niat melayani pelanggan. Balesnya lama, tp giliran pelanggan yg balesnya agak lama langsung di end chat. Bintang 1 sangat pas untuk operator xl."
Richard Ardika,1,2022-11-19 03:15:32,"jaringan busuk, koneksi lelet, aplikasi error, pokok nya mantap deh !!!! tolong dong koneksi, sinyal XL di busukin lg !!! terima kasih"
Flux_xP,2,2022-11-19 00:32:48,"Sebagai pengguna lama paaaling lamaa di XL, baru kali ku koment Krn stress lihat signal XL yg super super lemot apalagi saat musim peng hujan, tolong lah XL masa kalah dgn provider lain,. Mohon signalnya di permantab lagi lah !!?"
Ariizona,1,2022-11-18 23:40:48,"Paket makin mahal , Di promo Rp. 71.000 Dapat 32GB , Saat mau di beli Paket nya tidak ada , Sekarang Rp. 71.000 hanya dapat 18GB. KEMBALIKAN HARGA PAKET SEPERTI SEBELUMNYA! PINDAH PREVIODER SAJA JIKA HARGA PAKET TIDAK DI KEMBALIKAN KE SEDIA KALA."
Muhamad Alpiyan,1,2022-11-18 22:37:13,Kecewa berat sama ini apk dulu sinyalnya kuat dan paketannya irit tapi sekarang turun drastis malah sinyal lemot dan paketan boros kalau begini terus mending ganti kartu dan mohon secepatnya tolong di perbaiki lagi seperti dulu
Muhammad Fadliakbar,1,2022-11-18 21:22:32,"Kembalikan pulsa saya,,saya topup disalah satu game ternama menggunakan aplikasi ini,,pulsa terpotong diamond satupun tidak ada,,dan aneh yh lagi di notifikasi tidak ada riwayat tp pulsa saya terpotong,,tolong bagi kalian yang menggunakan apl ini hati2 untuk topup dengan pulsa🙏 saya tidak tau apa dari XL apa dari apl ini jangan sampai menyesal seperti saya,,memang harga yh GK seberapa tp kenyamanan saya terganggu🙏"
Yani Suryani,1,2022-11-18 17:38:41,"pulsa terpotong sendiri padahal ada kuota internet yang masih aktif, sinyal jelek banget, bonus aktivasi ga bisa diakses, aktif in kuota malam tidak bisa . Kecewa sama xl"
citra yulia,1,2022-11-18 16:37:25,Pembelian paket data dengan metode paylater tak kunjung masuk tapi status pembayaran pada paylater sudah berhasil memotong saldo paylater. Sangat kecewa
Ahmad Zidan,1,2022-11-18 14:19:43,Habis update jadi banyak yg error contonya saya beli pulsa buat beli paket tapi setelah saya transaksi untuk beli paket ada pemberitahuan transaksi gagal dan itu berkali kalo terjadi dan lama lama pulsa saya habis terpotpng gitu aja
Hasny Hasni,1,2022-11-18 14:02:25,"Jaringan nya udah lumayan bagus, yg jadi kendala tolong kouta youtube, kouta game, kouta FB jgn di samakan ke kouta utama dong, kalau kouta utamanya habis kita udah ga bisa lagi akses untuk main game, kenapa seperti ini my XL tolong lah, seperti dulu lagi masa baru 10 hari kouta utama udah habis padahal jarang nonton youtube, padahal udah di ambil bonusnya di my XL, konsisten dong jgn iming-iming belaka sy pengguna XL udah lama loh kalau gini terus aku pindah ke operator lain loh..."
andre rezpector,5,2022-11-18 13:38:42,luar biasa pelayanan cs nya.. mantap sih ini saya beli pulsa 100000 gak masuk.. langsung live chat sama kak maya .. cuma ngisi bukti transaksi langsung dikirim meskipun pengecekannya agak lama yang penting sudah dilayani dengan baik.. terimakasih XL
Edogawa D. Novan,2,2022-11-18 12:49:03,Heran deh sama XL sekarang. Masa gk bisa masuk ke aplikasi nya. Padahal kouta banyak. Harus di install ulang baru bisa. Tp masa setiap kali mau masuk ke MyXL harus uninstall dan download lagi??.... Tolong dong myXL.
AgngSetyo_,1,2022-11-18 11:43:28,"Ayo dong Jaringan XL 4G+ di perluas. Khususnya untuk daerah Jawa tengah Kab.banyumas, Kec.sokaraja. Untuk bermain game di sini sinyal sangat jelek PING merah dan jaringan tiba-tiba hilang. Mohon kendala bagi pengguna XL secepatnya di perbaiki dan dilaksanakan jangan cuma di baca. #TERIMAKAH. ""Nanti kalo jaringan di daerah saya sudah stabil saya ganti bintangnya jadi 5""."
Slamet Lines,2,2022-11-18 10:39:47,"Kuotanya bosok pake jam jaman. Sebagai contoh 10gb bagi 2 ( 1 ) kuota utama 5gb ( 1 ) kuota you tube 5gb. Tp yg habis duluan kuota utama,karena ga pernah pake you tube. Harusnya 10gb itu untuk semua mau habis apa ga jd byk yg puas."
Ach Mudahli,1,2022-11-18 07:04:56,"Xl makin kesini makin kesana. Pelayanan nya gak jelas banget.masak daftar paket udah dua hari gak ada update,saldo udah kepotong tapi paket internetnya belum bisa ,dua hari lo. Udah mengadu ke cs nya gak jelas juga."
Hanna Puspita126,1,2022-11-18 06:43:52,"Apaan si XL nih, kuota msh ada ko pulsa kepotong, trus pas mau komplain jga respon cs nya lama banget butuh setengah jam itupun masalahnya blm selesai buat orng yg ga sabaran yakin sih udh dikata"" in tuh cs nya krna respon nya lama banget pake banget, yg mau pake XL pikir"" lagi deh bnyak kurangnya"
N UPDATE,1,2022-11-18 06:34:09,"Ini sebenarnya niat bikin aplikasi gk, Sekelas XL Develop aplikasi kayak gini, lemot, daftar aja susahnya setengah mati, tiap mw daftar ganguan gangguan gangguan"
Nauvall Farras,4,2022-11-18 04:58:36,aplikasi sering mengalami error. ketika dibuka selalu muncul periksa jaringan padahal sudah pakai wifi. error tidak bisa ganti akun juga. tolong perbaiki
Candra Robiansyah Robiansyah,1,2022-11-18 04:05:17,"Saya kecewa dengan aplikasi ini, saya berlangganan paket xl satu lite yang ultimete tidak bisa menambahkan anggota degan pesan error 111, sudah 3 hari sampai review ini saya sabmit jawabanya masih tetep di proses penanganan, sedangkan kode error sudah saya kirim kan logikanya tinggal di telusuri kode errornya itu karena apa. Gak tau lah gimana testing untuk aplikasi ini yang jelas paketan paling mahal aja nanganinya lama, apalagi beli yang paket di bawah ultimate"
